Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/24-25/0934,03-07-2024,"Kangaroo Fabric 120""Blue",Kangaroo,Sales,54,300,42,12600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0934,03-07-2024,"Priyadarshini 120"" Blue",Priyadarshini,Sales,63.4,400,39,15600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0934,03-07-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,119.67,1500,20,30000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0934,03-07-2024,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,105,1500,17.75,26625,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0934,03-07-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,104.73,1500,17.75,26625,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0949,04-07-2024,"Hanuman 54""Sea Green",Hanuman,Sales,744.34,18600,12.5,232500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0960,05-07-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,597.49,15000,12.5,187500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/0960,05-07-2024,"Hanuman 54""Sea Green",Hanuman,Sales,580.52,14650,12.5,183125,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1051,12-07-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,996.31,25000,12.5,312500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1075,15-07-2024,"Hanuman 54""Sea Green",Hanuman,Sales,557.61,14500,12.5,181250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1136,22-07-2024,"Hanuman 54""blue",Hanuman,Sales,95.06,2400,11.5,27600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1136,22-07-2024,"Suvasini 54""Blue",Suvasini,Sales,100.4,2000,13.5,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1149,23-07-2024,"Hanuman 54""blue",Hanuman,Sales,144.88,3600,11.5,41400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1154,23-07-2024,"Hanuman 54""Sea Green",Hanuman,Sales,612.7,15000,12.5,187500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1154,23-07-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,101.05,2500,12.5,31250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1161,24-07-2024,"Suvasini 54""Blue",Suvasini,Sales,150.3,3000,13.5,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1167,24-07-2024,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,168.59,4500,10.8,48600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1201,29-07-2024,"Hanuman 104""Sea Green",Hanuman,Sales,750.2,10000,25,250000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1205,29-07-2024,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,170.6,4500,10.8,48600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1212,30-07-2024,"Priyalite 54"" Blue",Priyalite,Sales,177.9,3000,16,48000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1221,30-07-2024,"Suvasini 54""Blue",Suvasini,Sales,196.16,4000,13,52000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1221,30-07-2024,"Hanuman 54""blue",Hanuman,Sales,92.64,2400,10.75,25800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1221,30-07-2024,"Lotus 54"" Sky Blue",Lotus,Sales,51.6,1000,14,14000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1265,03-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,613.58,10000,14,140000,Anantadeb Madanmohan & Co.
PFRN/24-25/1265,03-08-2024,"Suvasini 54""Blue",Suvasini,Sales,527.5,10000,13,130000,Anantadeb Madanmohan & Co.
PFRN/24-25/1265,03-08-2024,"Hanuman 54""blue",Hanuman,Sales,240.11,6000,10.75,64500,Anantadeb Madanmohan & Co.
PFRN/24-25/1265,03-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,300.48,3750,19.5,73125,Anantadeb Madanmohan & Co.
PFRN/24-25/1265,03-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,264.15,3750,17.5,65625,Anantadeb Madanmohan & Co.
PFRN/24-25/1265,03-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,266.2,3000,15.5,46500,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"Suvasini 54""Blue",Suvasini,Sales,1041.6,20000,13,260000,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,262.98,3750,17.5,65625,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"Hanuman 54""blue",Hanuman,Sales,479.69,12000,10.75,129000,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,297.05,3750,19.5,73125,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,178.4,3600,14,50400,Anantadeb Madanmohan & Co.
PFRN/24-25/1331,10-08-2024,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,456.55,12000,11.25,135000,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"Suvasini 54""Blue",Suvasini,Sales,540.81,10000,13,130000,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"Hanuman 54""blue",Hanuman,Sales,490.75,12000,10.75,129000,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,263.49,3750,17.5,65625,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,242.4,3000,16,48000,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,221.5,4500,14,63000,Anantadeb Madanmohan & Co.
PFRN/24-25/1369,17-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,295.34,3750,19.5,73125,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,341.78,6800,13.5,91800,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,61.49,1200,13.5,16200,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,92.05,1800,13.5,24300,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,60.41,1200,13.5,16200,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,299.35,3750,19.5,73125,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,264.86,3750,17.5,65625,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Suvasini 54""Blue",Suvasini,Sales,1035.18,20000,13,260000,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,308.66,5000,14,70000,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,601.57,10000,14,140000,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Kangaroo Fabric 120""Blue",Kangaroo,Sales,107.8,600,44,26400,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Suvasini 60"" Blue",Suvasini,Sales,110.45,1800,14.5,26100,Anantadeb Madanmohan & Co.
PFRN/24-25/1384,20-08-2024,"Hanuman 54""blue",Hanuman,Sales,478.1,12000,10.75,129000,Anantadeb Madanmohan & Co.
PFRN/24-25/1442,26-08-2024,"Suvasini 54""Blue",Suvasini,Sales,268.78,5000,13,65000,Anantadeb Madanmohan & Co.
PFRN/24-25/1443,26-08-2024,"Suvasini 54""Blue",Suvasini,Sales,268.44,5000,13,65000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Lotus 54"" Violet",Lotus,Sales,50.81,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,260.8,3000,16,48000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,296.34,5000,14,70000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,50.74,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,100.91,2000,13.5,27000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,50.43,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,51.67,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Hanuman 54""blue",Hanuman,Sales,485.44,12000,10.75,129000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Suvasini 54""Blue",Suvasini,Sales,1021.57,20000,13,260000,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,290.21,3750,19.5,73125,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,264.33,3750,17.5,65625,Anantadeb Madanmohan & Co.
PFRN/24-25/1493,31-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,301.56,5000,14,70000,Anantadeb Madanmohan & Co.
PFRN/24-25/1237,01-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,262.5,5250,15,78750,A R Traders
PFRN/24-25/1281,06-08-2024,24MESHLQ84BLACK,Mesh_Fabrics,Sales,93.1,900,30,27000,A R Traders
PFRN/24-25/1281,06-08-2024,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,180.2,3600,15,54000,A R Traders
PFRN/24-25/1281,06-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,46.5,900,15,13500,A R Traders
PFRN/24-25/1281,06-08-2024,"20 MQ 48"" White",Mesh_Fabrics,Sales,181.8,1800,25,45000,A R Traders
PFRN/24-25/1281,06-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,52.5,1050,14,14700,A R Traders
PFRN/24-25/1328,10-08-2024,"20 MQ 48"" White",Mesh_Fabrics,Sales,60,600,25,15000,A R Traders
PFRN/24-25/1328,10-08-2024,"20 Mesh MQ120""BLUE",Mesh_Fabrics,Sales,53.9,240,61,14640,A R Traders
PFRN/24-25/1328,10-08-2024,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,90,1800,15,27000,A R Traders
PFRN/24-25/1328,10-08-2024,"40 Mesh LQ48""Black",Mesh_Fabrics,Sales,62.3,900,21,18900,A R Traders
PFRN/24-25/1338,12-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,105.1,2100,14,29400,A R Traders
PFRN/24-25/1338,12-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,252.8,5250,15,78750,A R Traders
PFRN/24-25/1338,12-08-2024,"24 LQ 60"" Black",Mesh_Fabrics,Sales,136.3,1800,24,43200,A R Traders
PFRN/24-25/1338,12-08-2024,"20 MQ 48"" Blue",Mesh_Fabrics,Sales,120,1200,25,30000,A R Traders
PFRN/24-25/1357,14-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,246,5250,15,78750,A R Traders
PFRN/24-25/1365,16-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,55,1050,15,15750,A R Traders
PFRN/24-25/1365,16-08-2024,"40 Mesh LQ48""Black",Mesh_Fabrics,Sales,61.87,900,21,18900,A R Traders
PFRN/24-25/1365,16-08-2024,"40 LQ 42""  White",Mesh_Fabrics,Sales,119.9,1800,20,36000,A R Traders
PFRN/24-25/1380,19-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,56,1050,15,15750,A R Traders
PFRN/24-25/1390,20-08-2024,"20 MQ 42"" White",Mesh_Fabrics,Sales,65.3,750,20,15000,A R Traders
PFRN/24-25/1397,21-08-2024,"30 Mesh MQ 42"" Blue",Mesh_Fabrics,Sales,60.3,900,22,19800,A R Traders
PFRN/24-25/1397,21-08-2024,"20 Mesh MQ120""White",Mesh_Fabrics,Sales,118,500,61,30500,A R Traders
PFRN/24-25/1468,29-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,268.7,5250,15,78750,A R Traders
PFRN/24-25/1240,01-08-2024,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,279.91,5000,13.5,67500,Fair Deal Traders
PFRN/24-25/1322,10-08-2024,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,168,3000,13.5,40500,Fair Deal Traders
PFRN/24-25/1322,10-08-2024,"Kangaroo Fabric 54""Green",Kangaroo,Sales,242.79,3000,19,57000,Fair Deal Traders
PFRN/24-25/1366,16-08-2024,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,57.89,1000,13.5,13500,Fair Deal Traders
PFRN/24-25/1437,24-08-2024,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,231.85,4000,13.5,54000,Fair Deal Traders
PFRN/24-25/1437,24-08-2024,"Suvasini 54""Blue",Suvasini,Sales,260.96,5000,13,65000,Fair Deal Traders
PFRN/24-25/1447,26-08-2024,"Hanuman 54""blue",Hanuman,Sales,338.32,8400,11,92400,Fair Deal Traders
PFRN/24-25/1448,26-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,515.34,7500,17,127500,Fair Deal Traders
PFRN/24-25/1473,29-08-2024,"Hanuman 54""blue",Hanuman,Sales,239.66,6000,11,66000,Fair Deal Traders
PFRN/24-25/1473,29-08-2024,"Suvasini 54""Blue",Suvasini,Sales,259.15,5000,13,65000,Fair Deal Traders
PFRN/24-25/1477,30-08-2024,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,563.11,10000,13.5,135000,Fair Deal Traders
PFRN/24-25/1478,30-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,251.19,5000,13.5,67500,Fair Deal Traders
PFRN/24-25/1482,30-08-2024,"Hanuman 54""blue",Hanuman,Sales,481.42,12000,11,132000,Fair Deal Traders
PFRN/24-25/1234,01-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,110.7,2160,12.5,27000,M/s Parameshwa Rao Traders
PFRN/24-25/1234,01-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,47.25,450,28,12600,M/s Parameshwa Rao Traders
PFRN/24-25/1276,05-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,274.1,5400,12.5,67500,M/s Parameshwa Rao Traders
PFRN/24-25/1276,05-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,47.1,450,28,12600,M/s Parameshwa Rao Traders
PFRN/24-25/1302,08-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,110,720,34,24480,M/s Parameshwa Rao Traders
PFRN/24-25/1302,08-08-2024,"24 LQ 42"" Green",Mesh_Fabrics,Sales,55.9,1080,12.5,13500,M/s Parameshwa Rao Traders
PFRN/24-25/1310,09-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,52,240,54,12960,M/s Parameshwa Rao Traders
PFRN/24-25/1375,17-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,266.1,5400,12.25,66150,M/s Parameshwa Rao Traders
PFRN/24-25/1386,20-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,204.8,960,54,51840,M/s Parameshwa Rao Traders
PFRN/24-25/1409,22-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,109.1,2160,12.25,26460,M/s Parameshwa Rao Traders
PFRN/24-25/1409,22-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,54.4,360,34,12240,M/s Parameshwa Rao Traders
PFRN/24-25/1421,23-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,111,720,34,24480,M/s Parameshwa Rao Traders
PFRN/24-25/1433,24-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,273.4,5400,12.25,66150,M/s Parameshwa Rao Traders
PFRN/24-25/1441,26-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,102.2,480,54,25920,M/s Parameshwa Rao Traders
PFRN/24-25/1469,29-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,50.1,240,54,12960,M/s Parameshwa Rao Traders
PFRN/24-25/1333,12-08-2024,"40 LQ 42""  White",Mesh_Fabrics,Sales,106.65,1800,21,37800,Patra Enterprises
PFRN/24-25/1333,12-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,103.35,1500,19,28500,Patra Enterprises
PFRN/24-25/1333,12-08-2024,"8Mesh Hq 42"" Blue",Mesh_Fabrics,Sales,97.2,720,33,23760,Patra Enterprises
PFRN/24-25/1361,16-08-2024,"Suvasini 54""Blue",Suvasini,Sales,250.3,5000,13.5,67500,Patra Enterprises
PFRN/24-25/1376,17-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,96,1200,17,20400,Patra Enterprises
PFRN/24-25/1413,22-08-2024,"Suvasini 54""Blue",Suvasini,Sales,248.64,5000,13.5,67500,Patra Enterprises
PFRN/24-25/1455,27-08-2024,"Suvasini 60"" Blue",Suvasini,Sales,114.02,1800,16,28800,Patra Enterprises
PFRN/24-25/1455,27-08-2024,"Priyalite 84"" Blue",Priyalite,Sales,59.28,600,25,15000,Patra Enterprises
PFRN/24-25/1362,16-08-2024,"Suvasini 54""Blue",Suvasini,Sales,251.41,5000,13.5,67500,Raghunath Agarwala
PFRN/24-25/1415,22-08-2024,"Suvasini 54""Blue",Suvasini,Sales,249.17,5000,13.5,67500,Raghunath Agarwala
PFRN/24-25/1229,01-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,100,2000,14,28000,Shew Pratap Nathmull Co.
PFRN/24-25/1230,01-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,51.9,750,17.5,13125,Shew Pratap Nathmull Co.
PFRN/24-25/1230,01-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,60.57,750,19.5,14625,Shew Pratap Nathmull Co.
PFRN/24-25/1233,01-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,60.15,750,19.5,14625,Shew Pratap Nathmull Co.
PFRN/24-25/1233,01-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,53.1,750,17.5,13125,Shew Pratap Nathmull Co.
PFRN/24-25/1242,02-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,120.2,2000,14.5,29000,Shew Pratap Nathmull Co.
PFRN/24-25/1243,02-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,120,2000,14.5,29000,Shew Pratap Nathmull Co.
PFRN/24-25/1244,02-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,122.04,2000,14.5,29000,Shew Pratap Nathmull Co.
PFRN/24-25/1245,02-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,123.16,2000,14.5,29000,Shew Pratap Nathmull Co.
PFRN/24-25/1246,02-08-2024,"Hanuman 54""blue",Hanuman,Sales,94.93,2400,10.75,25800,Shew Pratap Nathmull Co.
PFRN/24-25/1267,05-08-2024,"Hanuman 54""blue",Hanuman,Sales,95.26,2400,10.75,25800,Shew Pratap Nathmull Co.
PFRN/24-25/1278,06-08-2024,"Suvasini 54""Blue",Suvasini,Sales,103.11,2000,13,26000,Shew Pratap Nathmull Co.
PFRN/24-25/1279,06-08-2024,"Suvasini 54""Blue",Suvasini,Sales,102.8,2000,13,26000,Shew Pratap Nathmull Co.
PFRN/24-25/1280,06-08-2024,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,60.9,500,31,15500,Shew Pratap Nathmull Co.
PFRN/24-25/1283,06-08-2024,"Hanuman 54""blue",Hanuman,Sales,95.04,2400,10.75,25800,Shew Pratap Nathmull Co.
PFRN/24-25/1284,06-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,52.25,750,17.5,13125,Shew Pratap Nathmull Co.
PFRN/24-25/1284,06-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,62.03,750,19.5,14625,Shew Pratap Nathmull Co.
PFRN/24-25/1291,07-08-2024,"Suvasini 54""Blue",Suvasini,Sales,102,2000,13,26000,Shew Pratap Nathmull Co.
PFRN/24-25/1292,07-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,48.42,900,14,12600,Shew Pratap Nathmull Co.
PFRN/24-25/1292,07-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,30.09,600,14,8400,Shew Pratap Nathmull Co.
PFRN/24-25/1292,07-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,45.57,900,14,12600,Shew Pratap Nathmull Co.
PFRN/24-25/1292,07-08-2024,"Lotus 54"" Violet",Lotus,Sales,15.55,300,14,4200,Shew Pratap Nathmull Co.
PFRN/24-25/1292,07-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,15.12,300,14,4200,Shew Pratap Nathmull Co.
PFRN/24-25/1293,07-08-2024,"20 Mesh HQ48"" White(Juicer)",Mesh_Fabrics,Sales,60.6,450,34,15300,Shew Pratap Nathmull Co.
PFRN/24-25/1293,07-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,61.2,600,28,16800,Shew Pratap Nathmull Co.
PFRN/24-25/1297,07-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,164.1,1080,32,34560,Shew Pratap Nathmull Co.
PFRN/24-25/1298,07-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,42.3,900,14,12600,Shew Pratap Nathmull Co.
PFRN/24-25/1312,09-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,107.5,1200,16,19200,Shew Pratap Nathmull Co.
PFRN/24-25/1323,10-08-2024,"24 LQ 42"" Black",Mesh_Fabrics,Sales,52.5,1050,14,14700,Shew Pratap Nathmull Co.
PFRN/24-25/1348,13-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,52.63,750,17.5,13125,Shew Pratap Nathmull Co.
PFRN/24-25/1348,13-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,59.4,750,19.5,14625,Shew Pratap Nathmull Co.
PFRN/24-25/1349,13-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,20.16,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1349,13-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,30.48,600,14,8400,Shew Pratap Nathmull Co.
PFRN/24-25/1349,13-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,78.86,1600,14,22400,Shew Pratap Nathmull Co.
PFRN/24-25/1349,13-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,20.68,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1373,17-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,30.46,600,14,8400,Shew Pratap Nathmull Co.
PFRN/24-25/1373,17-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,45.78,900,14,12600,Shew Pratap Nathmull Co.
PFRN/24-25/1373,17-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,30.18,600,14,8400,Shew Pratap Nathmull Co.
PFRN/24-25/1373,17-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,94.73,1900,14,26600,Shew Pratap Nathmull Co.
PFRN/24-25/1374,17-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,103.85,1500,17.5,26250,Shew Pratap Nathmull Co.
PFRN/24-25/1374,17-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,118.08,1500,19.5,29250,Shew Pratap Nathmull Co.
PFRN/24-25/1403,22-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,243.74,4000,14.5,58000,Shew Pratap Nathmull Co.
PFRN/24-25/1404,22-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,176.3,3600,14,50400,Shew Pratap Nathmull Co.
PFRN/24-25/1407,22-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,121.1,2400,14,33600,Shew Pratap Nathmull Co.
PFRN/24-25/1407,22-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,20.88,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1407,22-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,20.6,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1407,22-08-2024,"Lotus 54"" Violet",Lotus,Sales,20.35,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1407,22-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,20.03,400,14,5600,Shew Pratap Nathmull Co.
PFRN/24-25/1408,22-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,192,2400,16,38400,Shew Pratap Nathmull Co.
PFRN/24-25/1431,23-08-2024,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,243.07,2000,31,62000,Shew Pratap Nathmull Co.
PFRN/24-25/1434,24-08-2024,"60 LQ 42""  White",Mesh_Fabrics,Sales,63,1050,23,24150,Shew Pratap Nathmull Co.
PFRN/24-25/1434,24-08-2024,"Suvasini 54""Blue",Suvasini,Sales,257.06,5000,13,65000,Shew Pratap Nathmull Co.
PFRN/24-25/1435,24-08-2024,"Hanuman 54""blue",Hanuman,Sales,244.08,6000,10.75,64500,Shew Pratap Nathmull Co.
PFRN/24-25/1459,28-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,169.2,3600,14,50400,Shew Pratap Nathmull Co.
PFRN/24-25/1460,28-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,211.05,3000,17.5,52500,Shew Pratap Nathmull Co.
PFRN/24-25/1461,28-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,235.72,3000,19.5,58500,Shew Pratap Nathmull Co.
PFRN/24-25/1463,28-08-2024,"20 Mesh LQ42""Black",Mesh_Fabrics,Sales,102.2,1380,229.55,23460,Shew Pratap Nathmull Co.
PFRN/24-25/1467,29-08-2024,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,269.4,3000,16,48000,Shew Pratap Nathmull Co.
PFRN/24-25/1235,01-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,250.4,2400,30,72000,Sri Balaji Trading Co.
PFRN/24-25/1248,02-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,52,240,55,13200,Sri Balaji Trading Co.
